source-path,source-module,source-operation,target-path,target-module,target-operation,direction
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.mean,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,cddiffs,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,cdf2,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,t,./apps/scipy/scipy/fft/_pocketfft/helper.py,fft._pocketfft.helper,x2,WRITE
./apps/scipy/scipy/stats/tests/test_multivariate.py,scipy.stats.tests.test_multivariate,x1,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,mvn.rvs,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,start,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,slopes_j,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,deltay.deltay,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran.FortranFile,header_dtype,./apps/scipy/scipy/optimize/tests/test__numdiff.py,optimize.tests.test__numdiff,np.dtype,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,t,./apps/scipy/scipy/stats/_page_trend_test.py,scipy.stats._page_trend_test,denom,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,weights,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/interpolate/tests/test_interpolate.py,interpolate.tests.test_interpolate,p,./apps/scipy/scipy/optimize/_trustregion_dogleg.py,s.optimize._trustregion_dogleg,BPoly,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,argminS,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.argmin,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,slopes_j,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,deltax.deltax,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,t,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,_ttest_finish,WRITE
./apps/scipy/scipy/stats/tests/test_device_dtype.py,scipy.stats.tests.test_device_dtype,data,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rigid_transform.py,spatial.transform.tests.test_rigid_transform,rng,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,np.random.default_rng,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,leb_tmp,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/optimize/tests/test_isotonic_regression.py,optimize.tests.test_isotonic_regression,y,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,medslope_j,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.median,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,prob,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,_ttest_finish,WRITE
./apps/scipy/scipy/stats/tests/test_generation/reference_distributions.py,scipy.stats.tests.reference_distributions,fun,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,np.vectorize,WRITE
./apps/scipy/scipy/special/tests/test_basic.py,special.tests.test_basic,nk,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array.reshape.T,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,start,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/tests/test_multivariate.py,scipy.stats.tests.test_multivariate,rng,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,np.random.default_rng,WRITE
./apps/scipy/scipy/linalg/tests/test_basic.py,linalg.tests.test_basic,rng,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,np.random.default_rng,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,argmaxS,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.argmax,WRITE
./apps/scipy/scipy/signal/tests/test_ltisys.py,signal.tests.test_ltisys,self.C,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,r,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,Rotation.align_vectors,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rigid_transform.py,spatial.transform.tests.test_rigid_transform,t,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/optimize/tests/test_isotonic_regression.py,optimize.tests.test_isotonic_regression,res,./apps/scipy/scipy/stats/tests/test_morestats.py,scipy.stats.tests.test_morestats,isotonic_regression,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,mean.ndim,WRITE
./apps/scipy/scipy/stats/tests/test_generation/reference_distributions.py,scipy.stats.tests.reference_distributions,res,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,fun,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,leb_tmp,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,rssd,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,Rotation.align_vectors,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,Ttest_relResult,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,namedtuple,WRITE
./apps/scipy/scipy/stats/tests/test_multivariate.py,scipy.stats.tests.test_multivariate,x2,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,mvn.rvs,WRITE
./apps/scipy/scipy/linalg/tests/test_basic.py,linalg.tests.test_basic,d,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.logspace,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,mean.mean,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,start,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,loc_minS,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,data_all.data_all,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,z,./apps/scipy/scipy/special/utils/datafunc.py,special.tests.data.datafunc,y,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,sens,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,Rotation.align_vectors,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,mean,WRITE
./apps/scipy/scipy/stats/tests/test_device_dtype.py,scipy.stats.tests.test_device_dtype,dtype,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,getattr,WRITE
./apps/scipy/scipy/interpolate/tests/test_interpolate.py,interpolate.tests.test_interpolate,dp,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,p.derivative,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran,self._fp,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,filename,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,loc_maxS,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,data_all.data_all,WRITE
./apps/scipy/scipy/stats/_multivariate.py,scipy.stats._multivariate,random_state,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,vonmises_fisher_frozen,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,z,./apps/scipy/scipy/fft/_pocketfft/helper.py,fft._pocketfft.helper,x.x,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,a_zero_mean,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,_demean,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,a,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,_chk2_asarray,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rigid_transform.py,spatial.transform.tests.test_rigid_transform,r,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,rotation_to_xp,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,leb_tmp,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,z,./apps/scipy/scipy/special/utils/datafunc.py,special.tests.data.datafunc,y.y,WRITE
./apps/scipy/scipy/linalg/tests/test_basic.py,linalg.tests.test_basic,A,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.diag,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran,self._fp,./apps/scipy/scipy/optimize/tests/test__numdiff.py,optimize.tests.test__numdiff,open,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,minS,./apps/scipy/scipy/optimize/tests/test__numdiff.py,optimize.tests.test__numdiff,np.clip,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,z,./apps/scipy/scipy/fft/_pocketfft/helper.py,fft._pocketfft.helper,x,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,b,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,_chk2_asarray,WRITE
./apps/scipy/scipy/stats/tests/test_device_dtype.py,scipy.stats.tests.test_device_dtype,x,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,get_arrays,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,start,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/tests/test_generation/reference_distributions.py,scipy.stats.tests.reference_distributions,fun,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,np.vectorize,WRITE
./apps/scipy/scipy/interpolate/tests/test_interpolate.py,interpolate.tests.test_interpolate,bp,./apps/scipy/scipy/optimize/_trustregion_dogleg.py,s.optimize._trustregion_dogleg,BPoly,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,s,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/stats/_mstats_basic.py,scipy.stats._mstats_basic,axis,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,_chk2_asarray,WRITE
./apps/scipy/scipy/stats/tests/test_device_dtype.py,scipy.stats.tests.test_device_dtype,weights,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,get_arrays,WRITE
./apps/scipy/scipy/optimize/tests/test_isotonic_regression.py,optimize.tests.test_isotonic_regression,w2,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,medintercept_j,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.median,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran.FortranFile,self._header_dtype,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,header_dtype,WRITE
./apps/scipy/scipy/linalg/tests/test_basic.py,linalg.tests.test_basic,b,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,rng.random,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,leb_tmp,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,maxS,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,cddiffs.cddiffs,WRITE
