callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,__export,apps/anytree/src/anytree/render.py,anytree.render,childiter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_preorder,tarfile,tarfile,list
apps/anytree/conftest.py,conftest,_docdir,++imported++,pytest,pytest.fixture
apps/anytree/conftest.py,conftest,_docdir,apps/anytree/src/anytree/render.py,anytree.render,request.getfixturevalue
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/tests/test_mermaidexporter.py,anytree.tests.test_mermaidexporter,root,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_preorder,apps/anytree/src/anytree/iterators/preorderiter.py,anytree.iterators.preorderiter.PreOrderIter,PreOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_preorder,apps/anytree/src/anytree/iterators/preorderiter.py,anytree.iterators.preorderiter.PreOrderIter,PreOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_mermaidexporter.py,anytree.tests.test_mermaidexporter,root,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_mermaidexporter.py,anytree.tests.test_mermaidexporter,root,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/tests/test_mermaidexporter.py,anytree.tests.test_mermaidexporter,root,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,__export,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,attriter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,__export,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,self._iter_attr_values
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,__export,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,dictcls
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,__iter,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,self.__iter_nodes
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,__export,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,self.__export
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,tokenize,tokenize,hasattr
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/src/anytree/search.py,anytree.search,_findall,_operator,_operator,len
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,tokenize,tokenize,hasattr
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/src/anytree/iterators/levelorderiter.py,anytree.iterators.levelorderiter.LevelOrderIter,LevelOrderIter
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,apps/anytree/tests/test_node_integrity.py,anytree.tests.test_node_integrity,self.__check_loop
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,self.__detach
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,_operator,_operator,next
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,parent,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,self.__attach
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,_operator,_operator,next
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__check_loop,apps/anytree/src/anytree/node/exceptions.py,anytree.node.exceptions.LoopError,LoopError
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__check_loop,tokenize,tokenize,any
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelorder,tarfile,tarfile,list
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__check_loop,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,node.iter_path_reverse
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__check_loop,apps/anytree/src/anytree/node/exceptions.py,anytree.node.exceptions.LoopError,LoopError
apps/anytree/tests/test_node.py,anytree.tests.test_node,test_is_leaf,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__detach,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,self._pre_detach
apps/anytree/src/anytree/search.py,anytree.search,_findall,apps/anytree/src/anytree/search.py,anytree.search.CountError,CountError
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/search.py,anytree.search,_findall,apps/anytree/src/anytree/search.py,anytree.search.CountError,CountError
apps/anytree/src/anytree/node/lightnodemixin.py,anytree.node.lightnodemixin,__detach,tokenize,tokenize,any
apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter,_export,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,DictExporter
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/search.py,anytree.search,_filter_by_name,apps/anytree/src/anytree/render.py,anytree.render,getattr
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/render.py,anytree.render,__init__,apps/anytree/src/anytree/render.py,anytree.render,style
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/tests/helper.py,anytree.tests.helper,assert_raises
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/search.py,anytree.search,__init__,tokenize,tokenize,super
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/tests/helper.py,anytree.tests.helper,assert_raises
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,test_dict_exporter,apps/anytree/src/anytree/node/anynode.py,anytree.node.anynode.AnyNode,AnyNode
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/src/anytree/search.py,anytree.search,__init__,apps/anytree/src/anytree/search.py,anytree.search,super.__init__
apps/anytree/tests/test_iterators.py,anytree.tests.test_iterators,test_levelgrouporder,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/search.py,anytree.search,__init__,fnmatch,fnmatch,repr
apps/anytree/tests/test_render.py,anytree.tests.test_render,__repr__,apps/anytree/src/anytree/render.py,anytree.render,anytree.RenderTree.by_attr
apps/anytree/tests/test_resolver.py,anytree.tests.test_resolver,test_ignorecase,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,at.Node
apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,_default_nodefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,MermaidExporter.esc
apps/anytree/tests/test_search.py,anytree.tests.test_search,test_findall_by_attr,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,test_post_order_iter,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,LightNode
apps/anytree/tests/test_node.py,anytree.tests.test_node,test_any_node,fnmatch,fnmatch,repr
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,to_picture,apps/anytree/src/anytree/render.py,anytree.render,logging.getLogger.warning
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,leftsibling
apps/anytree/tests/test_node.py,anytree.tests.test_node,test_any_node,fnmatch,fnmatch,repr
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,leftsibling,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,pchildren.index
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter.MyClass,MyClass
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__attach,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,self._post_attach
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,to_picture,++imported++,os,remove
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,test_post_order_iter,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,LightNode
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_commonancestors,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,leftsibling
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__children_or_empty,tokenize,tokenize,hasattr
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,children,_operator,_operator,tuple
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter.MyClass,MyClass
apps/anytree/tests/test_node.py,anytree.tests.test_node,__init__,apps/anytree/src/anytree/search.py,anytree.search,super.__init__
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,test_post_order_iter,apps/anytree/src/anytree/iterators/postorderiter.py,anytree.iterators.postorderiter.PostOrderIter,PostOrderIter
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,leftsibling
apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,rightsibling,apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,pchildren.index
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_commonancestors,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_node.py,anytree.tests.test_node,__init__,tokenize,tokenize,super
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter.MyClass,MyClass
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,__iter,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,self.__iter_options
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_pre_attach,tokenize,tokenize,str
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__check_children,asyncio,asyncio,set
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,leftsibling
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_pre_attach,tokenize,tokenize,str
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter.DictExporter,DictExporter
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,__iter,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,self.__iter_edges
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__check_children,calendar,calendar,isinstance
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,__iter,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,self.__iter_nodes
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_post_attach,tokenize,tokenize,str
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_rightsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_node.py,anytree.tests.test_node,__eq__,calendar,calendar,isinstance
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_post_attach,tokenize,tokenize,str
apps/anytree/tests/test_node.py,anytree.tests.test_node,_post_attach,fnmatch,fnmatch,repr
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_commonancestors,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,commonancestors
apps/anytree/tests/helper.py,anytree.tests.helper,assert_raises,tokenize,tokenize,str
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export
apps/anytree/tests/test_node.py,anytree.tests.test_node,__eq__,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,EqOverwrittingNode
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__check_children,apps/anytree/src/anytree/node/exceptions.py,anytree.node.exceptions.TreeError,TreeError
apps/anytree/tests/test_node_integrity.py,anytree.tests.test_node_integrity,_pre_detach,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,ReadonlyNode
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_rightsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/tests/test_node.py,anytree.tests.test_node,_post_attach,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,MyNode
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,__iter_nodes,apps/anytree/src/anytree/iterators/preorderiter.py,anytree.iterators.preorderiter.PreOrderIter,PreOrderIter
apps/anytree/tests/test_render.py,anytree.tests.test_render,__repr__,apps/anytree/src/anytree/render.py,anytree.render.RenderTree,anytree.RenderTree
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_pre_detach,tokenize,tokenize,str
apps/anytree/tests/test_node_symlink.py,anytree.tests.test_node_symlink,test_symlink,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_node.py,anytree.tests.test_node,test_recursion_detection,tokenize,tokenize,str
apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter,__init__,apps/anytree/tests/test_dictexporter.py,anytree.tests.test_dictexporter.MyClass,MyClass
apps/anytree/tests/test_node_symlink.py,anytree.tests.test_node_symlink,test_symlink,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_commonancestors,apps/anytree/src/anytree/util/__init__.py,anytree.util.__init__,commonancestors
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_pre_detach,tokenize,tokenize,str
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__check_children,unittest,unittest,id
apps/anytree/tests/test_node.py,anytree.tests.test_node,__eq__,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,EqOverwrittingNode
apps/anytree/tests/test_node_symlink.py,anytree.tests.test_node_symlink,test_symlink,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_leftsibling,apps/anytree/tests/helper.py,anytree.tests.helper,eq_
apps/anytree/tests/test_render.py,anytree.tests.test_render,__repr__,tokenize,tokenize,str
apps/anytree/tests/test_util.py,anytree.tests.test_util,test_rightsibling,apps/anytree/src/anytree/node/node.py,anytree.node.node.Node,Node
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,__iter_nodes,apps/anytree/tests/test_dotexport.py,anytree.tests.test_dotexport,nodenamefunc
apps/anytree/tests/test_lightnode.py,anytree.tests.test_lightnode,_post_detach,tokenize,tokenize,str
apps/anytree/src/anytree/node/nodemixin.py,anytree.node.nodemixin,__check_children,_operator,_operator,seen.add
apps/anytree/tests/test_node.py,anytree.tests.test_node,test_recursion_detection,tokenize,tokenize,str
apps/anytree/tests/test_jsonimporter.py,anytree.tests.test_jsonimporter,test_json_importer,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,DictExporter.export
