file,operation
mds_byteswapr8.f.xml,MDS_BYTESWAPR8
mds_flush.f.xml,MDS_FLUSH
mds_reclen.f.xml,MDS_RECLEN
mdsfindunit.f.xml,MDSFINDUNIT
mdsio_buffertorl.f.xml,MDS_BUFFERtoRL
mdsio_buffertors.f.xml,MDS_BUFFERtoRS
mdsio_check4file.f.xml,MDS_CHECK4FILE
mdsio_facef_read.f.xml,MDS_FACEF_READ_RS
mdsio_gl.f.xml,MDSREADFIELD_2D_GL
mdsio_gl.f.xml,MDSWRITEFIELD_3D_GL
mdsio_gl.f.xml,MDSREADFIELD_3D_GL
mdsio_gl.f.xml,MDSWRITEFIELD_2D_GL
mdsio_gl_slice.f.xml,MDSREADFIELD_XZ_GL
mdsio_gl_slice.f.xml,MDSREADFIELD_YZ_GL
mdsio_gl_slice.f.xml,MDSWRITEFIELD_XZ_GL
mdsio_gl_slice.f.xml,MDSWRITEFIELD_YZ_GL
mdsio_pass_r4torl.f.xml,MDS_PASS_R4toRL
mdsio_pass_r4tors.f.xml,MDS_PASS_R4toRS
mdsio_pass_r8torl.f.xml,MDS_PASS_R8toRL
mdsio_pass_r8tors.f.xml,MDS_PASS_R8toRS
mdsio_rd_rec_rl.f.xml,MDS_RD_REC_RL
mdsio_rd_rec_rs.f.xml,MDS_RD_REC_RS
mdsio_read_field.f.xml,MDS_READ_FIELD
mdsio_read_meta.f.xml,MDS_READ_META
mdsio_read_section.f.xml,MDS_READ_SEC_XZ
mdsio_read_section.f.xml,MDS_READ_SEC_YZ
mdsio_read_tape.f.xml,MDS_READ_TAPE
mdsio_read_whalos.f.xml,mds_read_whalos
mdsio_readvec_loc.f.xml,MDS_READVEC_LOC
mdsio_rw_field.f.xml,MDSREADFIELD_LOC
mdsio_rw_field.f.xml,MDSWRITEFIELD
mdsio_rw_field.f.xml,MDSWRITEFIELD_LOC
mdsio_rw_field.f.xml,MDSREADFIELD
mdsio_rw_slice.f.xml,MDSWRITEFIELDYZ_LOC
mdsio_rw_slice.f.xml,MDSREADFIELDYZ_LOC
mdsio_rw_slice.f.xml,MDSREADFIELDXZ
mdsio_rw_slice.f.xml,MDSREADFIELDYZ
mdsio_rw_slice.f.xml,MDSWRITEFIELDYZ
mdsio_rw_slice.f.xml,MDSWRITEFIELDXZ_LOC
mdsio_rw_slice.f.xml,MDSWRITEFIELDXZ
mdsio_rw_slice.f.xml,MDSREADFIELDXZ_LOC
